"X","ENTREZID","logFC","logCPM","LR","PValue","FDR","SYMBOL"
17325,441455,-5.84458609815212,5.79666633153991,32.8630083888734,9.88871397467585e-09,5.50471744590289e-06,"LOC441455"
17543,4601,-4.81871486568157,8.57396893208611,18.3916112294262,1.79848024881114e-05,0.00298589791016072,"MXI1"
17547,4605,-4.32205340764045,2.86462752364818,14.4863081360895,0.000141181996548463,0.0146818933406991,"MYBL2"
17573,4635,-9.44327729182557,6.72684309386234,50.9164643136666,9.6381730906233e-13,2.37749827634675e-09,"MYL4"
17689,4751,-7.60013642933238,1.50706668865298,11.6433916365971,0.000644310185596505,0.0436519872232775,"NEK2"
17707,4778,-9.91464639590097,6.2584445573925,54.2484766583626,1.76674057783992e-13,5.57308500054171e-10,"NFE2"
17757,4837,-6.51113916617518,5.19493102301481,20.472639387172,6.04897900350961e-06,0.00118434837179061,"NNMT"
17776,4860,-4.7058083373575,5.56950640667657,16.959803425219,3.81796544349039e-05,0.00553020606840266,"PNP"
17822,492,9.89306705582914,4.88027078742604,15.0662740504592,0.000103801403856611,0.0116479124722893,"ATP2B3"
17844,493856,-4.7871914847661,5.19810721175853,25.3344830003447,4.82014266612251e-07,0.000144046158201282,"CISD2"
17884,4946,-4.74472783156169,8.66052237853259,17.6889403700044,2.60134691261536e-05,0.00403564146716667,"OAZ1"
17897,4969,-4.68139236098838,4.33247677155317,19.2272631552116,1.16044230446104e-05,0.00211185621946467,"OGN"
17983,5045,-4.96804942662645,7.2278447741496,21.1079484139204,4.34123700191762e-06,0.000893099409307545,"FURIN"
17989,50486,-6.17662908284214,5.16843445654466,23.4553565650641,1.27846259293642e-06,0.000312892698391939,"G0S2"
18006,5054,-5.92650743382081,7.73828367647588,11.8141345628815,0.000587827495423308,0.0416170139527873,"SERPINE1"
18173,51082,-3.44630234950958,6.33395054227249,13.0840720738337,0.000297817327726224,0.0257604230835042,"POLR1D"
18184,51094,-6.88354233368417,10.1810094561597,25.5030459862721,4.41685055534823e-07,0.00013339828432589,"ADIPOR1"
